,H,V,C,h,a,b
1185,5RP,2.5,4.0,198.0,-3.80423,-1.23607
1186,5RP,8.0,6.0,198.0,-5.70634,-1.8541
1187,5RP,7.0,6.0,198.0,-5.70634,-1.8541
1188,5RP,6.0,6.0,198.0,-5.70634,-1.8541
1189,5RP,5.0,6.0,198.0,-5.70634,-1.8541
1190,5RP,4.0,6.0,198.0,-5.70634,-1.8541
1191,5RP,3.0,6.0,198.0,-5.70634,-1.8541
1192,5RP,7.0,8.0,198.0,-7.60845,-2.47214
1193,5RP,6.0,8.0,198.0,-7.60845,-2.47214
1194,5RP,5.0,8.0,198.0,-7.60845,-2.47214
1195,5RP,4.0,8.0,198.0,-7.60845,-2.47214
1196,5RP,6.0,10.0,198.0,-9.51057,-3.09017
1197,5RP,5.0,10.0,198.0,-9.51057,-3.09017
1198,5RP,4.0,10.0,198.0,-9.51057,-3.09017
1199,5RP,5.0,12.0,198.0,-11.41268,-3.7082
1200,5RP,4.0,12.0,198.0,-11.41268,-3.7082
1201,7.5RP,9.0,2.0,207.0,-1.78201,-0.90798
1202,7.5RP,8.0,2.0,207.0,-1.78201,-0.90798
1203,7.5RP,7.0,2.0,207.0,-1.78201,-0.90798
1204,7.5RP,6.0,2.0,207.0,-1.78201,-0.90798
1205,7.5RP,5.0,2.0,207.0,-1.78201,-0.90798
1206,7.5RP,4.0,2.0,207.0,-1.78201,-0.90798
1207,7.5RP,3.0,2.0,207.0,-1.78201,-0.90798
1208,7.5RP,2.5,2.0,207.0,-1.78201,-0.90798
1209,7.5RP,8.0,4.0,207.0,-3.56403,-1.81596
1210,7.5RP,7.0,4.0,207.0,-3.56403,-1.81596
1211,7.5RP,6.0,4.0,207.0,-3.56403,-1.81596
1212,7.5RP,5.0,4.0,207.0,-3.56403,-1.81596
1213,7.5RP,4.0,4.0,207.0,-3.56403,-1.81596
1214,7.5RP,3.0,4.0,207.0,-3.56403,-1.81596
1215,7.5RP,2.5,4.0,207.0,-3.56403,-1.81596
1216,7.5RP,8.0,6.0,207.0,-5.34604,-2.72394
1217,7.5RP,7.0,6.0,207.0,-5.34604,-2.72394
1218,7.5RP,6.0,6.0,207.0,-5.34604,-2.72394
1219,7.5RP,5.0,6.0,207.0,-5.34604,-2.72394
1220,7.5RP,4.0,6.0,207.0,-5.34604,-2.72394
1221,7.5RP,3.0,6.0,207.0,-5.34604,-2.72394
1222,7.5RP,7.0,8.0,207.0,-7.12805,-3.63192
1223,7.5RP,6.0,8.0,207.0,-7.12805,-3.63192
1224,7.5RP,5.0,8.0,207.0,-7.12805,-3.63192
1225,7.5RP,4.0,8.0,207.0,-7.12805,-3.63192
1226,7.5RP,6.0,10.0,207.0,-8.91007,-4.5399
1227,7.5RP,5.0,10.0,207.0,-8.91007,-4.5399
1228,7.5RP,4.0,10.0,207.0,-8.91007,-4.5399
1229,7.5RP,5.0,12.0,207.0,-10.69208,-5.44789
1230,7.5RP,4.0,12.0,207.0,-10.69208,-5.44789
1231,10RP,9.0,1.0,216.0,-0.80902,-0.58779
1232,10RP,8.0,1.0,216.0,-0.80902,-0.58779
1233,10RP,7.0,1.0,216.0,-0.80902,-0.58779
1234,10RP,6.0,1.0,216.0,-0.80902,-0.58779
1235,10RP,5.0,1.0,216.0,-0.80902,-0.58779
1236,10RP,4.0,1.0,216.0,-0.80902,-0.58779
1237,10RP,3.0,1.0,216.0,-0.80902,-0.58779
1238,10RP,2.5,1.0,216.0,-0.80902,-0.58779
1239,10RP,9.0,2.0,216.0,-1.61803,-1.17557
1240,10RP,8.0,2.0,216.0,-1.61803,-1.17557
1241,10RP,7.0,2.0,216.0,-1.61803,-1.17557
1242,10RP,6.0,2.0,216.0,-1.61803,-1.17557
1243,10RP,5.0,2.0,216.0,-1.61803,-1.17557
1244,10RP,4.0,2.0,216.0,-1.61803,-1.17557
1245,10RP,3.0,2.0,216.0,-1.61803,-1.17557
1246,10RP,2.5,2.0,216.0,-1.61803,-1.17557
1247,10RP,8.0,4.0,216.0,-3.23607,-2.35114
1248,10RP,7.0,4.0,216.0,-3.23607,-2.35114
1249,10RP,6.0,4.0,216.0,-3.23607,-2.35114
1250,10RP,5.0,4.0,216.0,-3.23607,-2.35114
1251,10RP,4.0,4.0,216.0,-3.23607,-2.35114
1252,10RP,3.0,4.0,216.0,-3.23607,-2.35114
1253,10RP,2.5,4.0,216.0,-3.23607,-2.35114
1254,10RP,8.0,6.0,216.0,-4.8541,-3.52671
1255,10RP,7.0,6.0,216.0,-4.8541,-3.52671
1256,10RP,6.0,6.0,216.0,-4.8541,-3.52671
1257,10RP,5.0,6.0,216.0,-4.8541,-3.52671
1258,10RP,4.0,6.0,216.0,-4.8541,-3.52671
1259,10RP,3.0,6.0,216.0,-4.8541,-3.52671
1260,10RP,7.0,8.0,216.0,-6.47214,-4.70228
1261,10RP,6.0,8.0,216.0,-6.47214,-4.70228
1262,10RP,5.0,8.0,216.0,-6.47214,-4.70228
1263,10RP,4.0,8.0,216.0,-6.47214,-4.70228
1264,10RP,6.0,10.0,216.0,-8.09017,-5.87785
1265,10RP,5.0,10.0,216.0,-8.09017,-5.87785
1266,10RP,4.0,10.0,216.0,-8.09017,-5.87785
1267,10RP,5.0,12.0,216.0,-9.7082,-7.05342
1268,10RP,4.0,12.0,216.0,-9.7082,-7.05342
